countyFIPS,County Name,State,cases,cases_per_thousand,population,pop_per_thousand,population_log,cases_per_pop
12093,Okeechobee County,FL,1576,1.576,42168,42.168,4.6249830032069,3.7374
38085,Sioux County,ND,158,0.158,4230,4.23,3.62634036737504,3.7352
5061,Howard County,AR,493,0.493,13202,13.202,4.12063972841557,3.7343
38047,Logan County,ND,69,0.069,1850,1.85,3.26717172840301,3.7297
28101,Newton County,MS,783,0.783,21018,21.018,4.32259138770134,3.7254
31173,Thurston County,NE,269,0.269,7224,7.224,3.85877773730545,3.7237
22095,St. John the Baptist Parish,LA,1595,1.595,42837,42.837,4.63181904831605,3.7234
45079,Richland County,SC,15475,15.475,415759,415.759,5.61884165923378,3.7221
28013,Calhoun County,MS,534,0.534,14361,14.361,4.15718468220161,3.7184
28161,Yalobusha County,MS,449,0.449,12108,12.108,4.08307241228453,3.7083
19187,Webster County,IA,1330,1.33,35904,35.904,4.55514283524005,3.7043
22055,Lafayette Parish,LA,9050,9.05,244390,244.39,5.38808343138365,3.7031
30085,Roosevelt County,MT,407,0.407,11004,11.004,4.04155058171765,3.6987
1109,Pike County,AL,1224,1.224,33114,33.114,4.52001164444891,3.6963
13033,Burke County,GA,826,0.826,22383,22.383,4.34991829470926,3.6903
28141,Tishomingo County,MS,715,0.715,19383,19.383,4.28742099575983,3.6888
28105,Oktibbeha County,MS,1828,1.828,49587,49.587,4.69536783438797,3.6865
48215,Hidalgo County,TX,31984,31.984,868707,868.707,5.93887332105152,3.6818
48249,Jim Wells County,TX,1490,1.49,40482,40.482,4.60726196053894,3.6806
22085,Sabine Parish,LA,879,0.879,23884,23.884,4.37810706250974,3.6803
1081,Lee County,AL,6043,6.043,164542,164.542,5.21627677183054,3.6726
16087,Washington County,ID,374,0.374,10194,10.194,4.00834462925269,3.6688
51001,Accomack County,VA,1182,1.182,32316,32.316,4.50941759945914,3.6576
47109,McNairy County,TN,938,0.938,25694,25.694,4.40983171978601,3.6507
22017,Caddo Parish,LA,8765,8.765,240204,240.204,5.38058023522119,3.6490
12073,Leon County,FL,10710,10.71,293582,293.582,5.46772942474432,3.6480
28111,Perry County,MS,436,0.436,11973,11.973,4.07820298250369,3.6415
45075,Orangeburg County,SC,3137,3.137,86175,86.175,4.93538129207999,3.6403
1005,Barbour County,AL,898,0.898,24686,24.686,4.39245072465603,3.6377
13031,Bulloch County,GA,2895,2.895,79608,79.608,4.90095671323109,3.6366
13105,Elbert County,GA,698,0.698,19194,19.194,4.28316549046775,3.6366
48115,Dawson County,TX,462,0.462,12728,12.728,4.10476016663852,3.6298
1021,Chilton County,AL,1610,1.61,44428,44.428,4.64765676319554,3.6238
16027,Canyon County,ID,8328,8.328,229849,229.849,5.36144261861308,3.6232
19169,Story County,IA,3512,3.512,97117,97.117,4.987295258332,3.6163
40035,Craig County,OK,511,0.511,14142,14.142,4.15051083290797,3.6134
37165,Scotland County,NC,1257,1.257,34823,34.823,4.54186618284456,3.6097
47053,Gibson County,TN,1773,1.773,49133,49.133,4.69137328242647,3.6086
28137,Tate County,MS,1020,1.02,28321,28.321,4.45210858400412,3.6016
37163,Sampson County,NC,2287,2.287,63531,63.531,4.80298569133501,3.5998
28095,Monroe County,MS,1268,1.268,35252,35.252,4.54718376145008,3.5970
13095,Dougherty County,GA,3163,3.163,87956,87.956,4.9442654706043,3.5961
28163,Yazoo County,MS,1067,1.067,29690,29.69,4.47261019759604,3.5938
28091,Marion County,MS,883,0.883,24573,24.573,4.39045818065229,3.5934
20051,Ellis County,KS,1026,1.026,28553,28.553,4.45565174533135,3.5933
45041,Florence County,SC,4968,4.968,138293,138.293,5.14080019790894,3.5924
46099,Minnehaha County,SD,6931,6.931,193134,193.134,5.28585873526348,3.5887
28061,Jasper County,MS,587,0.587,16383,16.383,4.21439343125521,3.5830
19061,Dubuque County,IA,3486,3.486,97311,97.311,4.98816193553333,3.5823
22117,Washington Parish,LA,1654,1.654,46194,46.194,4.66458557001258,3.5806
37155,Robeson County,NC,4677,4.677,130625,130.625,5.11602630345513,3.5805
28157,Wilkinson County,MS,309,0.309,8630,8.63,3.93601079571521,3.5805
6029,Kern County,CA,32184,32.184,900202,900.202,5.95433997348582,3.5752
45069,Marlboro County,SC,932,0.932,26118,26.118,4.41693991754104,3.5684
45011,Barnwell County,SC,744,0.744,20866,20.866,4.31943920304605,3.5656
47133,Overton County,TN,791,0.791,22241,22.241,4.34715431010059,3.5565
1017,Chambers County,AL,1181,1.181,33254,33.254,4.52184389244947,3.5515
48055,Caldwell County,TX,1550,1.55,43664,43.664,4.64012351832582,3.5498
13245,Richmond County,GA,7180,7.18,202518,202.518,5.306463629789,3.5454
48111,Dallam County,TX,258,0.258,7287,7.287,3.86254876952479,3.5406
28117,Prentiss County,MS,889,0.889,25126,25.126,4.40012335543708,3.5382
1055,Etowah County,AL,3616,3.616,102268,102.268,5.00973976276916,3.5358
19027,Carroll County,IA,711,0.711,20165,20.165,4.30459822634364,3.5259
12005,Bay County,FL,6146,6.146,174705,174.705,5.24230533452693,3.5179
28145,Union County,MS,1013,1.013,28815,28.815,4.45961862391737,3.5155
13233,Polk County,GA,1498,1.498,42613,42.613,4.62954211006486,3.5154
13175,Laurens County,GA,1671,1.671,47546,47.546,4.67711398602634,3.5145
28155,Webster County,MS,340,0.34,9689,9.689,3.98627895590599,3.5091
1119,Sumter County,AL,436,0.436,12427,12.427,4.09436629833613,3.5085
51685,Manassas Park city,VA,613,0.613,17478,17.478,4.24249173501131,3.5073
19069,Franklin County,IA,353,0.353,10070,10.07,4.00302947055362,3.5055
17153,Pulaski County,IL,187,0.187,5335,5.335,3.72713442376049,3.5052
6107,Tulare County,CA,16322,16.322,466195,466.195,5.6685676113466,3.5011
22007,Assumption Parish,LA,766,0.766,21891,21.891,4.34026560097233,3.4992
48069,Castro County,TX,263,0.263,7530,7.53,3.8767949762007,3.4927
19013,Black Hawk County,IA,4578,4.578,131228,131.228,5.11802650994887,3.4886
28077,Lawrence County,MS,439,0.439,12586,12.586,4.09988772741147,3.4880
45033,Dillon County,SC,1063,1.063,30479,30.479,4.4840007139272,3.4876
29155,Pemiscot County,MO,551,0.551,15805,15.805,4.1987945001756,3.4862
16067,Minidoka County,ID,733,0.733,21039,21.039,4.32302509361844,3.4840
45049,Hampton County,SC,669,0.669,19222,19.222,4.28379857291499,3.4804
28063,Jefferson County,MS,243,0.243,6990,6.99,3.84447717574568,3.4764
28081,Lee County,MS,2967,2.967,85436,85.436,4.93164090706986,3.4728
1049,DeKalb County,AL,2481,2.481,71513,71.513,4.8543849972566,3.4693
48137,Edwards County,TX,67,0.067,1932,1.932,3.28600712207947,3.4679
22033,East Baton Rouge Parish,LA,15242,15.242,440059,440.059,5.64351090752404,3.4636
45039,Fairfield County,SC,774,0.774,22347,22.347,4.34921922899389,3.4636
28129,Smith County,MS,551,0.551,15916,15.916,4.20183393047435,3.4619
36059,Nassau County,NY,46929,46.929,1356924,1356.924,6.13255552392729,3.4585
22121,West Baton Rouge Parish,LA,915,0.915,26465,26.465,4.42267189832729,3.4574
13209,Montgomery County,GA,317,0.317,9172,9.172,3.9624640460579,3.4562
22089,St. Charles Parish,LA,1834,1.834,53100,53.1,4.72509452108147,3.4539
29211,Sullivan County,MO,210,0.21,6089,6.089,3.78454597405452,3.4488
22113,Vermilion Parish,LA,2051,2.051,59511,59.511,4.77459724804387,3.4464
19103,Johnson County,IA,5205,5.205,151140,151.14,5.17937941788176,3.4438
1129,Washington County,AL,562,0.562,16326,16.326,4.2128797921634,3.4424
28035,Forrest County,MS,2568,2.568,74897,74.897,4.87446442237852,3.4287
31141,Platte County,NE,1147,1.147,33470,33.47,4.52465571235778,3.4269
48167,Galveston County,TX,11697,11.697,342139,342.139,5.53420258169578,3.4188
48385,Real County,TX,118,0.118,3452,3.452,3.53807078704317,3.4183
22119,Webster Parish,LA,1307,1.307,38340,38.34,4.58365210854204,3.4090
13023,Bleckley County,GA,438,0.438,12873,12.873,4.10967976925233,3.4025
5115,Pope County,AR,2180,2.18,64072,64.072,4.806668280655,3.4024
12129,Wakulla County,FL,1147,1.147,33739,33.739,4.52813220626384,3.3996
1051,Elmore County,AL,2759,2.759,81209,81.209,4.90960416266163,3.3974
22027,Claiborne Parish,LA,532,0.532,15670,15.67,4.19506899646859,3.3950
31053,Dodge County,NE,1240,1.24,36565,36.565,4.56306557776027,3.3912
13027,Brooks County,GA,524,0.524,15457,15.457,4.18912520692553,3.3900
29097,Jasper County,MO,4111,4.111,121328,121.328,5.08396103864249,3.3883
1107,Pickens County,AL,674,0.674,19930,19.93,4.29950729870049,3.3818
27099,Mower County,MN,1354,1.354,40062,40.062,4.60273262661713,3.3798
13275,Thomas County,GA,1500,1.5,44451,44.451,4.64788153560087,3.3745
20119,Meade County,KS,136,0.136,4033,4.033,3.60562822200762,3.3722
22105,Tangipahoa Parish,LA,4538,4.538,134758,134.758,5.12955455681035,3.3675
17017,Cass County,IL,409,0.409,12147,12.147,4.08446903148808,3.3671
36085,Richmond County,NY,16025,16.025,476143,476.143,5.67773740394763,3.3656
45081,Saluda County,SC,689,0.689,20473,20.473,4.31118148643302,3.3654
47017,Carroll County,TN,934,0.934,27767,27.767,4.44352896027506,3.3637
46029,Codington County,SD,942,0.942,28009,28.009,4.44729760356707,3.3632
13303,Washington County,GA,685,0.685,20374,20.374,4.30907630182233,3.3621
29157,Perry County,MO,643,0.643,19136,19.136,4.28185116230832,3.3602
31079,Hall County,NE,2061,2.061,61353,61.353,4.78783580343778,3.3592
13185,Lowndes County,GA,3942,3.942,117406,117.406,5.06969029197383,3.3576
12097,Osceola County,FL,12605,12.605,375751,375.751,5.57490014506441,3.3546
45071,Newberry County,SC,1287,1.287,38440,38.44,4.58478337899651,3.3481
20135,Ness County,KS,92,0.092,2750,2.75,3.43933269383026,3.3455
16025,Camas County,ID,37,0.037,1106,1.106,3.04375512696868,3.3454
46053,Gregory County,SD,140,0.14,4185,4.185,3.62169546232928,3.3453
47157,Shelby County,TN,31321,31.321,937166,937.166,5.97181652418417,3.3421
18039,Elkhart County,IN,6894,6.894,206341,206.341,5.31458553095233,3.3411
20187,Stanton County,KS,67,0.067,2006,2.006,3.3023309286844,3.3400
13267,Tattnall County,GA,844,0.844,25286,25.286,4.40288013360211,3.3378
28015,Carroll County,MS,332,0.332,9947,9.947,3.99769211794173,3.3377
55041,Forest County,WI,300,0.3,9004,9.004,3.95443548632848,3.3319
22031,De Soto Parish,LA,914,0.914,27463,27.463,4.43874797690223,3.3281
21227,Warren County,KY,4418,4.418,132896,132.896,5.12351190942978,3.3244
13155,Irwin County,GA,313,0.313,9416,9.416,3.97386644983538,3.3241
12021,Collier County,FL,12789,12.789,384902,384.902,5.5853501677501,3.3227
22079,Rapides Parish,LA,4302,4.302,129648,129.648,5.11276582156304,3.3182
19119,Lyon County,IA,390,0.39,11755,11.755,4.07022263346096,3.3177
47083,Houston County,TN,272,0.272,8201,8.201,3.91386681189624,3.3167
31149,Rock County,NE,45,0.045,1357,1.357,3.13257984765974,3.3161
22109,Terrebonne Parish,LA,3661,3.661,110461,110.461,5.0432089705599,3.3143
38035,Grand Forks County,ND,2301,2.301,69451,69.451,4.84167850336889,3.3131
19153,Polk County,IA,16235,16.235,490161,490.161,5.69033875334895,3.3122
48481,Wharton County,TX,1375,1.375,41556,41.556,4.61863373759709,3.3088
13115,Floyd County,GA,3259,3.259,98498,98.498,4.99342741224602,3.3087
55079,Milwaukee County,WI,31280,31.28,945726,945.726,5.9757653288706,3.3075
16077,Power County,ID,254,0.254,7681,7.681,3.88541776511094,3.3069
46049,Faulk County,SD,76,0.076,2299,2.299,3.36153897126928,3.3058
1093,Marion County,AL,981,0.981,29709,29.709,4.47288803376964,3.3020
28085,Lincoln County,MS,1127,1.127,34153,34.153,4.53342885812652,3.2999
29195,Saline County,MO,751,0.751,22761,22.761,4.35719133878373,3.2995
17027,Clinton County,IL,1239,1.239,37562,37.562,4.57474870835018,3.2985
1097,Mobile County,AL,13619,13.619,413210,413.21,5.61617082323545,3.2959
37091,Hertford County,NC,779,0.779,23677,23.677,4.37432667414956,3.2901
46013,Brown County,SD,1275,1.275,38839,38.839,4.58926803946272,3.2828
48273,Kleberg County,TX,1007,1.007,30680,30.68,4.48685535527694,3.2823
45027,Clarendon County,SC,1107,1.107,33745,33.745,4.52820943247741,3.2805
20111,Lyon County,KS,1088,1.088,33195,33.195,4.52107267298294,3.2776
28039,George County,MS,803,0.803,24500,24.5,4.38916608436453,3.2776
13119,Franklin County,GA,765,0.765,23349,23.349,4.36826828516843,3.2764
28139,Tippah County,MS,720,0.72,22015,22.015,4.34271868979554,3.2705
29143,New Madrid County,MO,558,0.558,17076,17.076,4.23238614613191,3.2677
22071,Orleans Parish,LA,12738,12.738,390144,390.144,5.59122493231543,3.2649
5071,Johnson County,AR,866,0.866,26578,26.578,4.42452229708663,3.2583
40065,Jackson County,OK,799,0.799,24530,24.53,4.38969754820639,3.2572
24033,Prince George's County,MD,29617,29.617,909327,909.327,5.95872008647596,3.2570
45023,Chester County,SC,1049,1.049,32244,32.244,4.50844891248079,3.2533
22067,Morehouse Parish,LA,809,0.809,24874,24.874,4.39574562999217,3.2524
6047,Merced County,CA,9019,9.019,277680,277.68,5.44354460066336,3.2480
13129,Gordon County,GA,1880,1.88,57963,57.963,4.76315085522785,3.2434
22023,Cameron Parish,LA,226,0.226,6973,6.973,3.84341966520492,3.2411
16053,Jerome County,ID,791,0.791,24412,24.412,4.38760336128456,3.2402
37167,Stanly County,NC,2033,2.033,62806,62.806,4.79800113485853,3.2370
46123,Tripp County,SD,176,0.176,5441,5.441,3.7356787259059,3.2347
22123,West Carroll Parish,LA,350,0.35,10830,10.83,4.03462845662532,3.2318
13131,Grady County,GA,796,0.796,24633,24.633,4.39151730684945,3.2314
47027,Clay County,TN,246,0.246,7615,7.615,3.88166990767206,3.2305
48311,McMullen County,TX,24,0.024,743,0.743,2.87098881376058,3.2301
48017,Bailey County,TX,226,0.226,7000,7,3.84509804001426,3.2286
36081,Queens County,NY,72692,72.692,2253858,2253.858,6.35292655068121,3.2252
5101,Newton County,AR,250,0.25,7753,7.753,3.88946978396951,3.2246
19059,Dickinson County,IA,556,0.556,17258,17.258,4.23699046465315,3.2217
1001,Autauga County,AL,1798,1.798,55869,55.869,4.74717089798682,3.2182
16031,Cassia County,ID,772,0.772,24030,24.03,4.3807537708039,3.2127
13085,Dawson County,GA,838,0.838,26108,26.108,4.41677360402394,3.2097
37015,Bertie County,NC,608,0.608,18947,18.947,4.27754045511743,3.2090
13075,Cook County,GA,553,0.553,17270,17.27,4.23729233756746,3.2021
12031,Duval County,FL,30666,30.666,957755,957.755,5.98125442791352,3.2019
47049,Fentress County,TN,593,0.593,18523,18.523,4.26771132672669,3.2014
29187,St. Francois County,MO,2150,2.15,67215,67.215,4.82746620296872,3.1987
25025,Suffolk County,MA,25708,25.708,803907,803.907,5.90520581028707,3.1979
5011,Bradley County,AR,344,0.344,10763,10.763,4.03193334027561,3.1961
13055,Chattooga County,GA,792,0.792,24789,24.789,4.39425900747611,3.1950
34039,Union County,NJ,17761,17.761,556341,556.341,5.74534106680336,3.1925
48309,McLennan County,TX,8179,8.179,256623,256.623,5.40929557770315,3.1872
1133,Winston County,AL,753,0.753,23629,23.629,4.37344534229798,3.1868
28113,Pike County,MS,1251,1.251,39288,39.288,4.59425992112355,3.1842
46043,Douglas County,SD,93,0.093,2921,2.921,3.46553155697355,3.1838
17181,Union County,IL,530,0.53,16653,16.653,4.22149248205152,3.1826
13291,Union County,GA,779,0.779,24511,24.511,4.38936102996373,3.1782
28093,Marshall County,MS,1121,1.121,35294,35.294,4.54770088135468,3.1762
20081,Haskell County,KS,126,0.126,3968,3.968,3.59857166348214,3.1754
4013,Maricopa County,AZ,142287,142.287,4485414,4485.414,6.65180253425138,3.1722
36071,Orange County,NY,12199,12.199,384940,384.94,5.58539304197709,3.1691
13261,Sumter County,GA,935,0.935,29524,29.524,4.47017519665518,3.1669
28089,Madison County,MS,3363,3.363,106272,106.272,5.02641885391829,3.1645
22075,Plaquemines Parish,LA,734,0.734,23197,23.197,4.36543182249042,3.1642
38055,McLean County,ND,299,0.299,9450,9.45,3.97543180850926,3.1640
45047,Greenwood County,SC,2239,2.239,70811,70.811,4.85010072757997,3.1619
13237,Putnam County,GA,699,0.699,22119,22.119,4.34476548862276,3.1602
47113,Madison County,TN,3096,3.096,97984,97.984,4.99115516468215,3.1597
47185,White County,TN,864,0.864,27345,27.345,4.43687792771066,3.1596
1015,Calhoun County,AL,3587,3.587,113605,113.605,5.05539744602837,3.1574
47147,Robertson County,TN,2266,2.266,71813,71.813,4.85620306983024,3.1554
13229,Pierce County,GA,614,0.614,19465,19.465,4.28925440805418,3.1544
36103,Suffolk County,NY,46563,46.563,1476601,1476.601,6.16926315820424,3.1534
48507,Zavala County,TX,373,0.373,11840,11.84,4.0733517023869,3.1503
19189,Winnebago County,IA,326,0.326,10354,10.354,4.01510816064584,3.1485
1071,Jackson County,AL,1624,1.624,51626,51.626,4.71286847706689,3.1457
22069,Natchitoches Parish,LA,1200,1.2,38158,38.158,4.58158560367026,3.1448
28149,Warren County,MS,1423,1.423,45381,45.381,4.65687406161716,3.1357
45017,Calhoun County,SC,456,0.456,14553,14.553,4.16295252934573,3.1334
48113,Dallas County,TX,82410,82.41,2635516,2635.516,6.42086565712492,3.1269
12099,Palm Beach County,FL,46698,46.698,1496770,1496.77,6.17515506994557,3.1199
28049,Hinds County,MS,7227,7.227,231840,231.84,5.3651883681271,3.1172
45031,Darlington County,SC,2075,2.075,66618,66.618,4.82359159019842,3.1148
28001,Adams County,MS,956,0.956,30693,30.693,4.48703933938556,3.1147
28025,Clay County,MS,601,0.601,19316,19.316,4.28591719672831,3.1114
28065,Jefferson Davis County,MS,346,0.346,11128,11.128,4.04641711698399,3.1093
49049,Utah County,UT,19757,19.757,636235,636.235,5.80361755645441,3.1053
12001,Alachua County,FL,8352,8.352,269043,269.043,5.42982169699236,3.1043
55061,Kewaunee County,WI,634,0.634,20434,20.434,4.31035338904499,3.1027
13215,Muscogee County,GA,6070,6.07,195769,195.769,5.29174392242715,3.1006
1113,Russell County,AL,1796,1.796,57961,57.961,4.76313586973798,3.0986
51690,Martinsville city,VA,389,0.389,12554,12.554,4.09878212431469,3.0986
20017,Chase County,KS,82,0.082,2648,2.648,3.42291798076766,3.0967
19063,Emmet County,IA,285,0.285,9208,9.208,3.96416531062174,3.0951
28033,DeSoto County,MS,5724,5.724,184945,184.945,5.2670425946308,3.0950
48071,Chambers County,TX,1356,1.356,43837,43.837,4.64184082540272,3.0933
34017,Hudson County,NJ,20767,20.767,672391,672.391,5.82762189174468,3.0885
30071,Phillips County,MT,122,0.122,3954,3.954,3.59703666497765,3.0855
1073,Jefferson County,AL,20308,20.308,658573,658.573,5.81860392165166,3.0836
19141,O'Brien County,IA,423,0.423,13753,13.753,4.13839744299055,3.0757
19049,Dallas County,IA,2872,2.872,93453,93.453,4.97059324752901,3.0732
5063,Independence County,AR,1162,1.162,37825,37.825,4.57777893669522,3.0720
1033,Colbert County,AL,1696,1.696,55241,55.241,4.74226153179202,3.0702
12085,Martin County,FL,4942,4.942,161000,161,5.20682587603185,3.0696
48039,Brazoria County,TX,11485,11.485,374264,374.264,5.57317805486419,3.0687
45055,Kershaw County,SC,2041,2.041,66551,66.551,4.82315458559911,3.0668
48297,Live Oak County,TX,374,0.374,12207,12.207,4.08660894457295,3.0638
53025,Grant County,WA,2988,2.988,97733,97.733,4.99004123002425,3.0573
13293,Upson County,GA,804,0.804,26320,26.32,4.42028588494192,3.0547
22087,St. Bernard Parish,LA,1441,1.441,47244,47.244,4.67434666083785,3.0501
45043,Georgetown County,SC,1911,1.911,62680,62.68,4.79712898779655,3.0488
38051,McIntosh County,ND,76,0.076,2497,2.497,3.39741854235135,3.0437
45085,Sumter County,SC,3247,3.247,106721,106.721,5.02824988602944,3.0425
47167,Tipton County,TN,1874,1.874,61599,61.599,4.7895736618721,3.0423
17157,Randolph County,IL,966,0.966,31782,31.782,4.50218122331924,3.0395
19143,Osceola County,IA,181,0.181,5958,5.958,3.77510049887902,3.0379
47063,Hamblen County,TN,1971,1.971,64934,64.934,4.81247215667563,3.0354
22021,Caldwell Parish,LA,301,0.301,9918,9.918,3.99642410395509,3.0349
48201,Harris County,TX,142681,142.681,4713325,4713.325,6.67332738689315,3.0272
38105,Williams County,ND,1137,1.137,37589,37.589,4.57506077210225,3.0248
45037,Edgefield County,SC,823,0.823,27260,27.26,4.43552585149865,3.0191
5131,Sebastian County,AR,3856,3.856,127827,127.827,5.10662259648693,3.0166
22061,Lincoln Parish,LA,1408,1.408,46742,46.742,4.66970729107677,3.0123
47047,Fayette County,TN,1239,1.239,41133,41.133,4.61419038555907,3.0122
1067,Henry County,AL,518,0.518,17205,17.205,4.23565467695695,3.0108
6099,Stanislaus County,CA,16573,16.573,550660,550.66,5.74088353043043,3.0097
38033,Golden Valley County,ND,53,0.053,1761,1.761,3.24575935596728,3.0097
38075,Renville County,ND,70,0.07,2327,2.327,3.36679638328673,3.0082
13251,Screven County,GA,420,0.42,13966,13.966,4.145072037705,3.0073
17029,Coles County,IL,1522,1.522,50621,50.621,4.70433072024128,3.0067
22005,Ascension Parish,LA,3804,3.804,126604,126.604,5.10244742724915,3.0046
37079,Greene County,NC,633,0.633,21069,21.069,4.32364392313595,3.0044
1007,Bibb County,AL,672,0.672,22394,22.394,4.35013167387254,3.0008
48245,Jefferson County,TX,7540,7.54,251565,251.565,5.40065021799652,2.9972
28069,Kemper County,MS,291,0.291,9742,9.742,3.98864812523575,2.9871
5081,Little River County,AR,366,0.366,12259,12.259,4.08845504504417,2.9856
16013,Blaine County,ID,687,0.687,23021,23.021,4.3621241848476,2.9842
1111,Randolph County,AL,678,0.678,22722,22.722,4.35644655550447,2.9839
48073,Cherokee County,TX,1569,1.569,52646,52.646,4.72136537943564,2.9803
32003,Clark County,NV,67499,67.499,2266715,2266.715,6.355396918579,2.9778
38017,Cass County,ND,5416,5.416,181923,181.923,5.25988760913292,2.9771
5107,Phillips County,AR,529,0.529,17782,17.782,4.24998060590953,2.9749
45013,Beaufort County,SC,5704,5.704,192122,192.122,5.28357709901857,2.9689
48463,Uvalde County,TX,793,0.793,26741,26.741,4.42717764400156,2.9655
44007,Providence County,RI,18927,18.927,638931,638.931,5.80545395997801,2.9623
13135,Gwinnett County,GA,27733,27.733,936250,936.25,5.97139183070752,2.9621
13051,Chatham County,GA,8548,8.548,289430,289.43,5.46154354461025,2.9534
5111,Poinsett County,AR,693,0.693,23528,23.528,4.37158501149901,2.9454
45051,Horry County,SC,10416,10.416,354081,354.081,5.54910262312484,2.9417
48141,El Paso County,TX,24666,24.666,839238,839.238,5.92388514012435,2.9391
5137,Stone County,AR,367,0.367,12506,12.506,4.09711842434465,2.9346
6039,Madera County,CA,4614,4.614,157327,157.327,5.19680326136942,2.9327
45067,Marion County,SC,898,0.898,30657,30.657,4.48652965387153,2.9292
37077,Granville County,NC,1770,1.77,60443,60.443,4.78134601177407,2.9284
4005,Coconino County,AZ,4198,4.198,143476,143.476,5.15677926037818,2.9259
13029,Bryan County,GA,1159,1.159,39627,39.627,4.59799119489885,2.9248
40001,Adair County,OK,649,0.649,22194,22.194,4.34623558169904,2.9242
